id,average_weight,mechanics
102155,1.8,"Route/Network Building,Stock Holding"
102156,2.3333,"Auction/Bidding,Route/Network Building,Stock Holding"
102157,3.5,"Route/Network Building,Stock Holding"
102158,4,"Auction/Bidding,Pick-up and Deliver,Route/Network Building,Tile Placement"
102159,2.1333,"Roll / Spin and Move,Simulation"
10216,0,"Acting,Co-operative Play"
102161,0,"Pattern Building,Pattern Recognition,Tile Placement"
102164,0,"Action Point Allowance System,Variable Player Powers"
102169,0,"Memory,Pattern Recognition,Set Collection"
10217,0,"Dice Rolling,Paper-and-Pencil,Partnerships"
102171,3,Simulation
102174,2,Card Drafting
102177,2,Trick-taking
10218,0,"Dice Rolling,Roll / Spin and Move"
102181,1.5135,Memory
102182,0,"Dice Rolling,Hand Management"
102188,0,Roll / Spin and Move
10219,2,"Dice Rolling,Role Playing,Voting"
102194,2,"Area Control / Area Influence,Area Movement,Hex-and-Counter,Modular Board,Pattern Building,Point to Point Movement,Roll / Spin and Move"
102197,1,"Hand Management,Rock-Paper-Scissors,Simultaneous Action Selection"
102198,1.6,"Co-operative Play,Dice Rolling,Simultaneous Action Selection"
102199,0,"Acting,Card Drafting,Dice Rolling"
10220,0,
102205,4,"Dice Rolling,Hex-and-Counter,Role Playing,Variable Player Powers"
10221,2.1429,"Dice Rolling,Hex-and-Counter,Simulation"
102212,2,"Area Control / Area Influence,Card Drafting,Hand Management"
102213,1,"Paper-and-Pencil,Voting"
102214,0,
102219,1,
10222,2.6667,"Area Enclosure,Point to Point Movement"
102222,0,"Co-operative Play,Modular Board,Role Playing"
102223,0,"Co-operative Play,Modular Board,Role Playing"
102224,0,"Co-operative Play,Modular Board,Role Playing"
10223,2.75,Roll / Spin and Move
102237,1.7714,"Action Point Allowance System,Campaign / Battle Card Driven,Grid Movement,Hand Management,Variable Player Powers"
102238,4,Simulation
10224,0,Dice Rolling
102247,0,"Auction/Bidding,Dice Rolling,Secret Unit Deployment"
102248,0,"Hand Management,Memory,Pattern Building,Simultaneous Action Selection"
10225,4,Hex-and-Counter
102251,1,"Area Control / Area Influence,Worker Placement"
102253,1.3333,"Card Drafting,Deck / Pool Building,Dice Rolling,Hand Management"
102254,0,"Card Drafting,Dice Rolling,Hand Management,Simultaneous Action Selection"
102259,0,"Dice Rolling,Pattern Recognition,Roll / Spin and Move"
10226,3.4483,"Dice Rolling,Hex-and-Counter,Simulation"
102260,2,"Co-operative Play,Dice Rolling,Simultaneous Action Selection"
102263,0,"Co-operative Play,Dice Rolling,Simultaneous Action Selection"
102264,2,"Co-operative Play,Dice Rolling,Simultaneous Action Selection"
102265,0,"Co-operative Play,Dice Rolling,Simultaneous Action Selection"
102267,0,Dice Rolling
102269,0,Roll / Spin and Move
10227,2,"Dice Rolling,Simultaneous Action Selection"
102274,1,"Card Drafting,Roll / Spin and Move,Route/Network Building"
102275,1.6842,"Card Drafting,Press Your Luck"
102277,0,
102278,0,"Memory,Set Collection"
10228,3,"Dice Rolling,Simultaneous Action Selection"
102281,0,
102282,1,Set Collection
10229,4.5,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation"
1023,2,
10230,4.2,"Hex-and-Counter,Secret Unit Deployment,Simulation"
10231,0,"Point to Point Movement,Roll / Spin and Move"
10232,2.2857,Hex-and-Counter
102322,1,Set Collection
102324,0,"Roll / Spin and Move,Set Collection"
102326,0,Action Point Allowance System
102329,0,"Dice Rolling,Partnerships"
10233,0,
102333,0,"Acting,Dice Rolling,Partnerships,Roll / Spin and Move"
10234,2.7778,"Area Movement,Simulation"
102340,0,
102343,1.5,Hex-and-Counter
102344,1,Set Collection
102346,2.7778,Hex-and-Counter
102348,0,"Area Movement,Betting/Wagering"
10235,0,Dice Rolling
10236,3.2222,Area Movement
102366,0,
10237,2.4,Hex-and-Counter
10238,0,Hex-and-Counter
102387,0,Roll / Spin and Move
10239,0,Hex-and-Counter
10240,0,Hex-and-Counter
10241,0,Hex-and-Counter
102419,2,
10242,1,Simulation
102420,0,Roll / Spin and Move
10243,2,Hex-and-Counter
102435,3.8375,"Campaign / Battle Card Driven,Point to Point Movement"
102439,0,Area Movement
10244,4.0714,
10245,4.6364,"Hex-and-Counter,Secret Unit Deployment,Simulation"
102453,0,"Area Control / Area Influence,Area Movement,Dice Rolling,Variable Player Powers"
10246,3.7778,"Hex-and-Counter,Secret Unit Deployment,Simulation"
10247,2,"Area Movement,Dice Rolling"
102472,0,"Hand Management,Tile Placement"
102474,0,"Card Drafting,Set Collection"
10248,3.625,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation"
10249,0,"Area Movement,Dice Rolling"
10250,0,"Point to Point Movement,Roll / Spin and Move,Set Collection"
102502,0,"Roll / Spin and Move,Set Collection"
10251,1,"Point to Point Movement,Roll / Spin and Move,Set Collection"
10252,0,
102524,4,"Card Drafting,Pattern Building"
102527,0,Pick-up and Deliver
10253,0,Roll / Spin and Move
102538,0,Dice Rolling
102539,0,
10254,0,"Role Playing,Storytelling"
102540,0,Set Collection
102541,1,Set Collection
102544,0,"Acting,Roll / Spin and Move"
102545,0,"Acting,Area Movement"
102548,1.7489,"Card Drafting,Co-operative Play,Dice Rolling,Modular Board,Point to Point Movement,Variable Player Powers"
102549,1,Set Collection
10255,0,
102550,4,"Area Control / Area Influence,Modular Board,Tile Placement"
102554,0,"Action Point Allowance System,Hand Management,Point to Point Movement,Set Collection"
10256,2.75,Area Movement
10257,2.8571,Hex-and-Counter
10258,2.625,Hex-and-Counter
102580,0,"Card Drafting,Hand Management"
102582,2.875,"Action Point Allowance System,Co-operative Play,Dice Rolling,Hand Management"
10259,0,Hex-and-Counter
102595,0,"Dice Rolling,Roll / Spin and Move,Set Collection"
102597,2.75,Worker Placement
102598,0,Set Collection
102599,0,"Dice Rolling,Roll / Spin and Move,Tile Placement"
10260,3,Hex-and-Counter
102601,0,Dice Rolling
102608,0,Pattern Recognition
102609,2,"Dice Rolling,Modular Board,Pick-up and Deliver,Tile Placement"
10261,2.4444,"Dice Rolling,Hex-and-Counter"
102610,2.7419,"Area Control / Area Influence,Set Collection"
102611,5,"Auction/Bidding,Hand Management"
102613,0,"Auction/Bidding,Card Drafting,Dice Rolling"
102619,0,Roll / Spin and Move
10262,2.7059,Hex-and-Counter
102621,1,"Card Drafting,Dice Rolling"
102622,0,
102625,2,Simulation
102627,0,Variable Player Powers
10263,0,"Acting,Storytelling"
102630,0,"Acting,Dice Rolling,Partnerships"
102631,1.5,
10264,2.6667,Hex-and-Counter
102643,1,Co-operative Play
102649,2,Acting
10265,2.2857,Hex-and-Counter
102651,0,Action Point Allowance System
102652,2.5031,"Co-operative Play,Hand Management,Variable Player Powers"
102655,0,Roll / Spin and Move
10266,2.8,Area-Impulse
102669,2,"Set Collection,Trick-taking"
10267,3.1875,Hex-and-Counter
102670,0,Roll / Spin and Move
102671,1,"Dice Rolling,Memory"
102674,0,Roll / Spin and Move
102676,2,Acting
10268,3,"Dice Rolling,Role Playing"
102680,3.6739,"Area Movement,Card Drafting,Hand Management,Set Collection"
102681,2.4,"Hand Management,Variable Phase Order,Worker Placement"
102682,2,"Card Drafting,Set Collection"
102687,0,Dice Rolling
10269,2.9474,"Dice Rolling,Hex-and-Counter,Simulation"
102690,1.8,"Dice Rolling,Set Collection,Variable Player Powers"
102694,0,Roll / Spin and Move
102696,0,"Auction/Bidding,Route/Network Building"
102698,2.6667,"Card Drafting,Dice Rolling,Hand Management,Press Your Luck,Secret Unit Deployment,Trading,Variable Player Powers"
1027,2,
10270,2.6667,"Action Point Allowance System,Auction/Bidding,Card Drafting,Hand Management"
102701,4,
102702,2,"Area Control / Area Influence,Area Enclosure"
102703,0,
102706,0,"Action Point Allowance System,Betting/Wagering,Campaign / Battle Card Driven,Dice Rolling,Paper-and-Pencil,Role Playing,Roll / Spin and Move,Trading,Variable Player Powers"
102707,0,"Pattern Building,Set Collection"
102719,0,"Dice Rolling,Role Playing,Variable Player Powers"
10272,2.3,"Hex-and-Counter,Simulation"
102721,2.8333,"Action Point Allowance System,Card Drafting,Set Collection,Voting"
10273,0,"Dice Rolling,Pattern Recognition"
102733,0,"Route/Network Building,Tile Placement"
102738,0,Roll / Spin and Move
102739,0,Hex-and-Counter
10274,1.3333,Hex-and-Counter
102740,3,"Dice Rolling,Variable Player Powers"
102741,2,"Dice Rolling,Variable Player Powers"
102742,2,"Dice Rolling,Variable Player Powers"
102744,0,Roll / Spin and Move
102745,1.4286,"Hand Management,Partnerships,Player Elimination,Role Playing,Storytelling,Variable Player Powers,Voting"
102746,1.2,"Partnerships,Role Playing,Storytelling,Variable Player Powers,Voting"
10275,1.3333,
102750,0,Dice Rolling
102755,1,"Acting,Card Drafting,Role Playing,Simultaneous Action Selection,Variable Player Powers"
10276,1,"Hand Management,Pattern Building,Pick-up and Deliver,Tile Placement"
10277,1,
102771,1,
102773,4.5,Hex-and-Counter
102775,0,Dice Rolling
10278,3,"Pick-up and Deliver,Set Collection"
102781,2,Pattern Building
102782,3,Dice Rolling
102783,0,
102785,0,
102786,0,
102787,0,"Hand Management,Tile Placement"
102788,0,
10279,0,Pattern Recognition
102791,0,"Dice Rolling,Hand Management"
102792,1.25,
102794,3.788,"Tile Placement,Worker Placement"
102795,0,
102797,2.5,Hand Management
1028,1.2,Tile Placement
10280,1,"Pick-up and Deliver,Set Collection"
10281,0,
102811,0,Dice Rolling
102812,0,Roll / Spin and Move
102813,0,Area Control / Area Influence
102817,0,"Commodity Speculation,Stock Holding"
10282,0,"Point to Point Movement,Roll / Spin and Move"
102825,0,"Memory,Set Collection"
10283,1,Pattern Recognition
102832,0,"Hand Management,Partnerships"
102833,0,Dice Rolling
102835,1.7333,"Card Drafting,Variable Phase Order"
102838,3,"Dice Rolling,Simulation,Simultaneous Action Selection"
10284,0,"Acting,Memory,Voting"
102846,2.5,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment"
10285,0,"Point to Point Movement,Roll / Spin and Move"
102855,3,
102859,1.3333,Roll / Spin and Move
10286,0,"Point to Point Movement,Roll / Spin and Move,Set Collection"
102863,2,"Dice Rolling,Simulation"
10287,2,"Point to Point Movement,Roll / Spin and Move"
102870,0,"Hand Management,Trick-taking"
102871,0,"Partnerships,Pattern Building,Pattern Recognition,Tile Placement"
102875,2.9231,"Co-operative Play,Hand Management,Variable Player Powers"
102876,0,Roll / Spin and Move
10288,0,"Pattern Recognition,Secret Unit Deployment"
102881,3.5294,Grid Movement
102885,0,"Acting,Pattern Recognition"
102887,3,Set Collection
102888,0,
102889,3.7925,Area Control / Area Influence
10289,1,"Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move"
102897,1.6275,"Hand Management,Take That"
102898,2.1556,"Card Drafting,Set Collection,Variable Player Powers"
1029,3,"Area-Impulse,Auction/Bidding,Simultaneous Action Selection"
10290,0,"Point to Point Movement,Roll / Spin and Move,Set Collection"
102905,4,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment"
10291,1,Dice Rolling
102912,0,"Dice Rolling,Set Collection"
10292,1.5,"Point to Point Movement,Roll / Spin and Move"
102927,3.5,"Area Control / Area Influence,Dice Rolling,Hand Management,Modular Board,Role Playing,Variable Player Powers"
10293,1.3333,"Roll / Spin and Move,Variable Player Powers"
102935,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
10294,2.5,Hex-and-Counter
102940,1.04,"Dice Rolling,Press Your Luck"
10295,2,Pattern Building
102957,0,Roll / Spin and Move
102958,0,Partnerships
102961,0,
102962,0,
102963,0,
102965,1,Secret Unit Deployment
10297,2,"Area Control / Area Influence,Area Movement,Dice Rolling"
102977,0,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment"
102979,0,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment"
102982,1,"Roll / Spin and Move,Take That"
102983,0,"Action Point Allowance System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment"
10299,3,"Dice Rolling,Memory"
102994,4,"Action Point Allowance System,Hand Management,Variable Player Powers"
103,3.4563,"Dice Rolling,Player Elimination,Roll / Spin and Move,Secret Unit Deployment,Set Collection"
10300,2.5385,"Hex-and-Counter,Simulation"
103000,1,"Co-operative Play,Dice Rolling"
103006,2,"Auction/Bidding,Card Drafting,Point to Point Movement,Variable Player Powers"
10301,2.2308,"Hex-and-Counter,Simulation"
103014,0,"Dice Rolling,Partnerships,Point to Point Movement,Roll / Spin and Move"
103016,2,"Dice Rolling,Paper-and-Pencil,Set Collection"
103017,0,"Partnerships,Point to Point Movement,Roll / Spin and Move"
103019,0,"Acting,Partnerships,Point to Point Movement"
10302,0,Trick-taking
103021,0,"Acting,Partnerships,Point to Point Movement,Role Playing,Storytelling"
103022,0,"Partnerships,Point to Point Movement"
103025,0,"Partnerships,Point to Point Movement"
103026,3,"Auction/Bidding,Card Drafting,Hand Management,Simulation,Trading"
10303,1,"Co-operative Play,Set Collection,Trick-taking"
103039,3.2857,Area Movement
10304,3.375,"Dice Rolling,Hex-and-Counter"
103042,2.3333,Hand Management
103043,3.3333,"Dice Rolling,Point to Point Movement,Simulation"
10305,1,Roll / Spin and Move
103051,0,
103054,0,
103056,0,Set Collection
103057,0,Set Collection
10306,1.3333,"Area Movement,Dice Rolling,Roll / Spin and Move"
103060,0,Set Collection
103061,2.3333,"Area Control / Area Influence,Pattern Building"
103062,0,"Hand Management,Set Collection"
103063,1.5,"Hand Management,Set Collection,Worker Placement"
103064,0,Roll / Spin and Move
10307,2.1429,"Card Drafting,Chit-Pull System,Dice Rolling,Hand Management,Role Playing,Roll / Spin and Move,Variable Phase Order,Variable Player Powers"
103071,0,Roll / Spin and Move
103077,1,Memory
103078,2,"Auction/Bidding,Chit-Pull System,Storytelling,Trading,Variable Phase Order,Variable Player Powers"
103079,0,"Memory,Pattern Recognition,Route/Network Building"
10308,2.4444,"Dice Rolling,Hex-and-Counter"
103080,0,Simulation
103086,0,"Area Control / Area Influence,Pick-up and Deliver,Roll / Spin and Move,Set Collection,Trading,Variable Player Powers"
10309,2.75,Dice Rolling
103090,1,"Dice Rolling,Pattern Recognition"
103091,2.425,"Dice Rolling,Route/Network Building,Trading"
103092,3.0571,"Action Point Allowance System,Area Control / Area Influence,Worker Placement"
103094,0,"Route/Network Building,Tile Placement"
1031,1.963,"Auction/Bidding,Secret Unit Deployment,Simultaneous Action Selection,Tile Placement"
10310,3.4,
103106,2,"Card Drafting,Hand Management"
103107,0,Tile Placement
10311,0,"Auction/Bidding,Partnerships,Trick-taking"
103115,5,"Action Point Allowance System,Campaign / Battle Card Driven,Co-operative Play,Dice Rolling,Hand Management,Modular Board,Pattern Building,Route/Network Building,Trading,Variable Player Powers"
10312,0,"Auction/Bidding,Trick-taking"
103125,2.75,"Action Point Allowance System,Card Drafting,Set Collection,Voting"
10313,0,Hand Management
103132,2.06,"Card Drafting,Hand Management,Stock Holding"
103135,0,Voting
10314,0,"Area Enclosure,Tile Placement"
103144,0,"Dice Rolling,Memory,Pattern Recognition"
10315,0,"Hand Management,Roll / Spin and Move,Set Collection"
103151,0,"Roll / Spin and Move,Set Collection"
103153,0,"Area Movement,Set Collection"
103159,0,Point to Point Movement
10316,1,"Memory,Point to Point Movement,Set Collection"
103167,2,"Co-operative Play,Dice Rolling,Simultaneous Action Selection"
103168,0,
10317,1.5,"Point to Point Movement,Roll / Spin and Move"
103170,0,Point to Point Movement
103171,1,Voting
103172,0,Dice Rolling
103174,0,Set Collection
103176,0,"Dice Rolling,Memory"
103177,1,
103178,0,"Area Movement,Commodity Speculation"
10318,1,"Memory,Point to Point Movement,Roll / Spin and Move,Set Collection"
103182,3.4,Worker Placement
103183,3.65,Worker Placement
103184,2.5556,"Card Drafting,Commodity Speculation,Memory,Modular Board,Set Collection"
103185,2.4575,"Tile Placement,Worker Placement"
103186,2.25,"Hand Management,Set Collection,Trading"
103189,0,Area Control / Area Influence
10319,0,Memory
103191,2.25,"Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers"
103192,2.5,Roll / Spin and Move
103195,2,"Area Movement,Dice Rolling"
1032,2.3493,"Dice Rolling,Simulation"
10320,1,"Pattern Recognition,Pick-up and Deliver,Set Collection"
103201,0,Dice Rolling
10321,1.3333,"Betting/Wagering,Card Drafting,Set Collection"
103216,0,"Dice Rolling,Pattern Building,Pattern Recognition"
10322,1,"Card Drafting,Co-operative Play,Dice Rolling"
10323,1.7778,"Hand Management,Set Collection"
103230,0,
103233,2.12,"Area Control / Area Influence,Variable Player Powers"
103234,1.6667,"Line Drawing,Paper-and-Pencil,Role Playing,Storytelling,Voting"
103235,2.625,"Action Point Allowance System,Card Drafting,Grid Movement,Modular Board,Tile Placement"
103236,1,Pattern Recognition
10324,1.5,Dice Rolling
10325,1.25,Role Playing
103252,0,Dice Rolling
103257,0,"Hand Management,Memory,Tile Placement"
103258,1,Hand Management
103259,1,Tile Placement
10326,1.25,"Card Drafting,Roll / Spin and Move"
